1048904960,1048905279,376191
1048905280,1048905471,77
1048905472,1048905727,376191
1048905728,1048906047,77
1048906048,1048906111,666443
1048906112,1048906239,77
1048906240,1048906495,368964
1048906496,1048906751,376191
1048906752,1048907007,77
1048907008,1048907903,376191
1048907904,1048908031,370274
1048908032,1048908177,77
1048908178,1048908178,526504
1048908179,1048908543,77
1048908544,1048908799,376191
1048908800,1048909055,608249
1048909056,1048909311,77
1048909312,1048909567,369498
1048909568,1048909823,77
1048909824,1048910335,369516
1048910336,1048910591,376191
1048910592,1048910847,77
1048910848,1048911103,428487
1048911104,1048911359,371385
1048911360,1048911871,77
1048920064,1048936447,161
1048936448,1048936959,174
1048936960,1048937215,629507
1048937216,1048937471,174
1048937472,1048937983,587981
1048937984,1048938239,174
1048938240,1048938495,606325
1048938496,1048939007,587063
1048939008,1048939519,174
1048939520,1048939775,586260
1048939776,1048940031,174
1048940032,1048940287,587063
1048940288,1048940543,606325
1048940544,1048941823,174
1048941824,1048942079,606325
1048942080,1048942335,174
1048942336,1048942591,628990
1048942592,1048943103,593597
1048943104,1048943359,174
1048943360,1048943615,606325
1048943616,1048943871,593599
1048943872,1048944639,174
1048944640,1048945151,184
1048945152,1048945407,125637
1048945408,1048945447,184
1048945448,1048945455,660943
1048945456,1048945663,184
1048945664,1048946687,453823
1048946688,1048948735,184
1048948736,1048949247,56515
1048949248,1048949759,470669
1048949760,1048950271,184
1048950272,1048950783,125637
1048950784,1048951807,453823
1048951808,1048952575,184
1048952576,1048952831,125637
1048952832,1048958143,161
1048958144,1048958159,535087
1048958160,1048959999,161
1048960000,1048960255,528394
1048960256,1048969215,161
1048969216,1048979711,3
1048979712,1048980223,350214
1048980224,1049006079,3
1049006080,1049006335,571522
1049006336,1049008127,3
1049008128,1049009151,57
1049009152,1049016319,3
1049016320,1049016575,57
1049016576,1049016831,351632
1049016832,1049018367,57
1049018368,1049018623,3
1049018624,1049020671,57
1049020672,1049020927,77
1049020928,1049021631,57
1049021632,1049021695,356524
1049021696,1049022463,57
1049022464,1049026815,3
1049026816,1049029375,57
1049029376,1049030655,3
1049030656,1049031679,57
1049031680,1049031743,3
1049031744,1049031871,394528
1049031872,1049032093,3
1049032094,1049032094,351729
1049032095,1049034751,3
1049034752,1049035263,65
1049035264,1049035519,465
1049035520,1049056767,65
1049056768,1049057279,334
1049057280,1049057791,65
1049057792,1049058047,334
1049058048,1049058559,65
1049058560,1049058815,334
1049058816,1049059327,65
1049059328,1049059839,334
1049059840,1049067007,65
1049067008,1049067263,334
1049067264,1049067519,65
1049067520,1049071359,59
1049071360,1049071615,445631
1049071616,1049072127,59
1049072128,1049072639,445632
1049072640,1049072895,445739
1049072896,1049073151,445747
1049073152,1049074943,59
1049074944,1049075199,500439
1049075200,1049075455,524793
1049075456,1049075711,281175
1049075712,1049082367,59
1049082368,1049082623,445826
1049082624,1049083135,59
1049083136,1049083391,445656
1049083392,1049083647,530732
1049083648,1049083903,445692
1049083904,1049087999,59
1049088000,1049088255,445671
1049088256,1049088511,445688
1049088512,1049090047,59
1049090048,1049090303,445671
1049090304,1049090559,445688
1049090560,1049091071,445671
1049091072,1049092095,59
1049092096,1049092607,445671
1049092608,1049092863,445688
1049092864,1049093375,445671
1049093376,1049093631,532223
1049093632,1049093887,445676
1049093888,1049094143,59
1049094144,1049094399,445688
1049094400,1049094655,445671
1049094656,1049094911,445712
1049094912,1049095167,445757
1049095168,1049095423,445688
1049095424,1049095935,445671
1049095936,1049096191,445676
1049096192,1049096703,59
1049096704,1049096959,530046
1049096960,1049097215,445671
1049097216,1049097471,445688
1049097472,1049097727,59
1049097728,1049097983,445660
1049097984,1049098239,445665
1049098240,1049098751,59
1049098752,1049099007,705419
1049099008,1049099263,445671
1049099264,1049100287,59
1049100288,1049231359,77
1049231360,1049296895,661630
1049296896,1049349119,65
1049349120,1049349375,334
1049349376,1049362431,65
1049362432,1049366527,77
1049366528,1049368575,57
1049368576,1049368656,77
1049368657,1049368657,351041
1049368658,1049369983,77
1049369984,1049370047,351114
1049370048,1049370623,77
1049370624,1049378815,16
1049378816,1049395199,65
1049395200,1049403391,161
1049403392,1049411583,528644
1049411584,1049411839,77
1049411840,1049412351,376191
1049412352,1049416191,77
1049416192,1049416447,368909
1049416448,1049416959,77
1049416960,1049417215,369767
1049417216,1049419775,77
1049419776,1049420031,451318
1049420032,1049421055,184
1049421056,1049421311,452116
1049421312,1049422079,184
1049422080,1049422207,595660
1049422208,1049422335,668867
1049422336,1049422847,184
1049422848,1049423103,703919
1049423104,1049423359,184
1049423360,1049423615,453622
1049423616,1049423871,184
1049423872,1049424383,452116
1049424384,1049424895,184
1049424896,1049425151,452116
1049425152,1049426943,184
1049426944,1049427455,452187
1049427456,1049427711,495516
1049427712,1049427967,184
1049427968,1049428113,705468
1049428114,1049428114,459186
1049428115,1049428223,705468
1049428224,1049429503,56
1049429504,1049430015,705468
1049430016,1049436159,56
1049436160,1049444351,57
1049444352,1049444863,184
1049444864,1049445119,703919
1049445120,1049447423,184
1049447424,1049447935,703919
1049447936,1049448703,184
1049448704,1049448959,703919
1049448960,1049450751,184
1049450752,1049451007,703919
1049451008,1049453055,184
1049453056,1049453311,450189
1049453312,1049454079,184
1049454080,1049454591,458272
1049454592,1049456639,184
1049456640,1049457407,461341
1049457408,1049458175,184
1049458176,1049458687,461341
1049458688,1049458943,184
1049458944,1049459199,461341
1049459200,1049460735,184
1049460736,1049460991,477451
1049460992,1049461759,162
1049461760,1049462015,495172
1049462016,1049462271,162
1049462272,1049462527,455374
1049462528,1049468927,162
1049468928,1049477119,390999
1049477120,1049477631,701920
1049477632,1049478143,586307
1049478144,1049479167,701920
1049479168,1049479423,588439
1049479424,1049479679,585690
1049479680,1049481215,701920
1049481216,1049482239,586307
1049482240,1049482751,593602
1049482752,1049485311,701920
1049485312,1049485567,371892
1049485568,1049487359,585984
1049487360,1049487615,371892
1049487616,1049488639,585984
1049488640,1049488895,371892
1049488896,1049489407,585984
1049489408,1049489663,412771
1049489664,1049490431,585984
1049490432,1049493503,371892
1049493504,1049495551,51841
1049495552,1049499647,70
1049499648,1049500671,457547
1049500672,1049501695,70
1049501696,1049502207,51841
1049502208,1049504511,70
1049504512,1049504767,51841
1049504768,1049505791,457547
1049505792,1049510911,70
1049510912,1049511935,51841
1049511936,1049512447,70
1049512448,1049512703,51841
1049512704,1049514239,70
1049514240,1049514495,49821
1049514496,1049518335,70
1049518336,1049518591,51841
1049518592,1049519103,70
1049519104,1049519615,51841
1049519616,1049520127,70
1049520128,1049521151,457547
1049521152,1049521663,70
1049521664,1049521919,51841
