3000163584,3000163839,199468
3000163840,3000164351,220
3000164352,3000169471,99
3000169472,3000169727,455056
3000169728,3000172543,99
3000172544,3000174591,184
3000174592,3000177663,565413
3000177664,3000179711,184
3000179712,3000180735,565413
3000180736,3000180991,215
3000180992,3000181247,24766
3000181248,3000188927,215
3000188928,3000190975,108
3000190976,3000191231,427286
3000191232,3000191743,108
3000191744,3000191999,426738
3000192000,3000193535,108
3000193536,3000193791,427083
3000193792,3000194047,426759
3000194048,3000197119,108
3000197120,3000205311,332872
3000205312,3000213503,220
3000213504,3000214527,453248
3000214528,3000214783,450872
3000214784,3000215039,453248
3000215040,3000215295,450872
3000215296,3000215807,453248
3000215808,3000216063,455426
3000216064,3000216319,453248
3000216320,3000216575,453248
3000216576,3000216831,450872
3000216832,3000217855,453248
3000217856,3000218111,450872
3000218112,3000218623,453248
3000218624,3000218879,450872
3000218880,3000219391,453248
3000219392,3000219903,458304
3000219904,3000220159,458304
3000220160,3000220415,504337
3000220416,3000220927,458304
3000220928,3000221183,458304
3000221184,3000221439,458303
3000221440,3000221695,458304
3000221696,3000229887,215
3000229888,3000230655,44
3000230656,3000230911,422407
3000230912,3000231423,638154
3000231424,3000231935,422396
3000231936,3000232191,422363
3000232192,3000232447,438316
3000232448,3000232703,44
3000232704,3000232959,422396
3000232960,3000233215,44
3000233216,3000233471,387080
3000233472,3000233727,44
3000233728,3000234111,648043
3000234112,3000234239,44
3000234240,3000234495,422384
3000234496,3000234623,44
3000234624,3000234751,637314
3000234752,3000235007,561686
3000235008,3000235263,387085
3000235264,3000235519,387080
3000235520,3000235775,438316
3000235776,3000236031,44
3000236032,3000236287,422384
3000236288,3000236543,44
3000236544,3000237055,561686
3000237056,3000238079,44
3000238080,3000240127,122
3000240128,3000242175,184
3000242176,3000244223,16
3000244224,3000244479,663058
3000244480,3000244735,584793
3000244736,3000246271,663058
3000246272,3000248319,183
3000248320,3000248575,586187
3000248576,3000248831,174
3000248832,3000249343,586187
3000249344,3000250367,174
3000250368,3000250623,587777
3000250624,3000250879,584721
3000250880,3000252415,326760
3000252416,3000254463,183
3000254464,3000256511,172665
3000256512,3000256767,184
3000256768,3000257023,461440
3000257024,3000260607,184
3000260608,3000262655,237
3000262656,3000262911,220
3000262912,3000263167,202358
3000263168,3000263423,195556
3000263424,3000263679,220
3000263680,3000264447,50345
3000264448,3000264703,220
3000264704,3000266751,50345
3000266752,3000268799,57
3000268800,3000269311,586298
3000269312,3000269823,174
3000269824,3000270335,586298
3000270336,3000270847,174
3000270848,3000271103,184
3000271104,3000271359,454938
3000271360,3000272895,184
3000272896,3000274943,108
3000274944,3000276479,174
3000276480,3000276735,584742
3000276736,3000276991,174
3000276992,3000277759,328119
3000277760,3000278015,675478
3000278016,3000279039,328119
3000279040,3000279807,584875
3000279808,3000280831,174
3000280832,3000281087,595768
3000281088,3000281343,586460
3000281344,3000282111,174
3000282112,3000282367,586319
3000282368,3000283135,174
3000283136,3000283903,184
3000283904,3000284159,450883
3000284160,3000284927,184
3000284928,3000285183,450883
3000285184,3000287231,183
3000287232,3000287999,29790
3000288000,3000288511,220
3000288512,3000289023,29790
3000289024,3000289279,220
3000289280,3000291327,183
3000291328,3000293375,184
3000293376,3000294399,174
3000294400,3000294655,585938
3000294656,3000295423,174
3000295424,3000297471,494440
3000297472,3000300031,220
3000300032,3000300287,50345
3000300288,3000300543,220
3000300544,3000300799,50345
3000300800,3000301567,220
3000301568,3000302591,662533
3000302592,3000303103,132
3000303104,3000303359,44
3000303360,3000303615,57
3000303616,3000304127,220
3000304128,3000304639,53750
3000304640,3000305663,220
3000305664,3000306687,703919
3000306688,3000307711,454190
3000307712,3000308223,184
3000308224,3000308479,584766
3000308480,3000312575,184
3000312576,3000312831,565241
3000312832,3000313855,184
3000313856,3000315903,56
3000315904,3000317951,132
3000317952,3000319999,174
3000320000,3000320511,663083
3000320512,3000321023,386372
3000321024,3000322047,663083
3000322048,3000322303,584922
