16777216,16777471,17
16777472,16778239,49
16778240,16779263,17
16779264,16781311,47667
16781312,16785407,659898
16785408,16793599,47667
16793600,16798975,663722
16798976,16799231,663721
16799232,16799487,663745
16799488,16799743,664253
16799744,16802815,663722
16802816,16803071,663721
16803072,16807167,663722
16807168,16807423,663789
16807424,16809983,663722
16809984,16810751,209
16810752,16811007,111734
16811008,16812031,209
16812032,16812287,452448
16812288,16812543,209
16812544,16812799,450535
16812800,16813567,209
16813568,16813823,124614
16813824,16816383,209
16816384,16816639,639450
16816640,16818175,209
16818176,16818431,111885
16818432,16821247,209
16821248,16821503,111801
16821504,16823295,209
16823296,16823551,111801
16823552,16824831,209
16824832,16825087,111801
16825088,16826367,209
16826368,16826623,452448
16826624,16827391,209
16827392,16827647,452448
16827648,16828031,209
16828032,16828159,450537
16828160,16831231,209
16831232,16831487,452448
16831488,16831743,209
16831744,16831999,452448
16832000,16832767,209
16832768,16833023,452448
16833024,16835071,209
16835072,16835327,29727
16835328,16836351,209
16836352,16836607,648607
16836608,16836863,209
16836864,16837119,29727
16837120,16838271,209
16838272,16838399,29727
16838400,16839935,209
16839936,16840191,29727
16840192,16840447,209
16840448,16840703,29727
16840704,16842751,209
16842752,16843007,49
16843008,16843263,17
16843264,16843775,49
16843776,16844799,104084
16844800,16859135,47667
16859136,16875519,659898
16875520,16880639,209
16880640,16880895,458801
16880896,16881663,209
16881664,16881919,452448
16881920,16886783,209
16886784,16887039,452448
16887040,16887807,209
16887808,16888831,450727
16888832,16892415,209
16892416,16892671,449873
16892672,16892927,209
16892928,16893183,449873
16893184,16894719,209
16894720,16894975,449873
16894976,16895999,209
16896000,16896255,452448
16896256,16897791,209
16897792,16898047,452448
16898048,16899583,209
16899584,16899839,452448
16899840,16900095,152101
16900096,16903423,209
16903424,16903679,449877
16903680,16908031,209
16908032,16908287,125428
16908288,16909055,49
16909056,16909311,119031
16909312,16909567,49
16909568,16910335,104084
16910336,16910591,49
16910592,16941055,47667
16941056,16942591,209
16942592,16942847,691721
16942848,16943103,449901
16943104,16943359,209
16943360,16943615,449901
16943616,16944639,209
16944640,16944895,104088
16944896,16945151,209
16945152,16945407,104088
16945408,16945663,476940
16945664,16946943,209
16946944,16947199,449901
16947200,16953087,209
16953088,16953343,452581
